,index,Player,G,GS,MP,FG,WS,BPM,VORP,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,HOF,all_star_appear,URL,nba_champ,all_defensive,all_star_mvp,league_mvp,scoring_champ,all_nba,finals_mvp,def_poy,stl_champ,ast_champ,trb_champ,blk_champ
21,23,Andrew Bogut,698.0,672.0,20095.0,2989.0,50.500000000000014,20.000000000000004,21.799999999999997,5605.0,3.0,26.0,2986.0,5579.0,831.0,1501.0,1772.0,4425.0,6197.0,1569.0,448.0,1095.0,1220.0,6812.0,0,0.0,bogutan01,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22,24,Andrew Toney,468.0,246.0,12608.0,2859.0,26.9,-23.9,2.5,5718.0,138.0,403.0,2721.0,5315.0,1602.0,2010.0,235.0,774.0,1009.0,1965.0,369.0,105.0,1394.0,7458.0,0,2.0,toneyan01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,25,Anfernee Hardaway,780.0,571.0,25806.0,4274.0,63.99999999999999,9.099999999999998,27.299999999999997,9410.0,533.0,1670.0,3741.0,7740.0,2302.0,2969.0,1044.0,2389.0,3433.0,3701.0,1195.0,332.0,1893.0,11383.0,0,4.0,hardaan01,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
24,26,Antawn Jamison,1149.0,928.0,40044.0,8157.0,93.69999999999996,-11.5,18.3,18060.0,1248.0,3612.0,6909.0,14448.0,3715.0,5160.0,2693.0,6019.0,8712.0,1845.0,1119.0,442.0,1805.0,21277.0,0,2.0,jamisan01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,27,Anthony Mason,882.0,559.0,30605.0,3583.0,88.5,9.1,31.700000000000006,7033.0,2.0,12.0,3581.0,7021.0,2488.0,3511.0,1912.0,5367.0,7279.0,2963.0,648.0,244.0,1549.0,9656.0,0,1.0,masonan01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,28,Anthony Peeler,865.0,328.0,21657.0,3291.0,33.5,-11.7,7.1000000000000005,7675.0,993.0,2570.0,2298.0,5105.0,911.0,1142.0,601.0,1658.0,2259.0,2093.0,836.0,144.0,1070.0,8486.0,0,0.0,peelean01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,29,Antoine Carr,1064.0,172.0,21507.0,4019.0,45.5,-22.1,7.600000000000002,8007.0,6.0,53.0,4013.0,7954.0,2081.0,2662.0,1266.0,2440.0,3706.0,1205.0,391.0,993.0,1312.0,10125.0,0,0.0,carran01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,30,Antoine Walker,970.0,784.0,34486.0,6666.0,39.000000000000014,3.800000000000001,23.099999999999998,16087.0,1496.0,4605.0,5170.0,11482.0,2292.0,3676.0,2076.0,5510.0,7586.0,3435.0,1174.0,527.0,2757.0,17120.0,0,3.0,walkean02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,31,Antonio Daniels,946.0,229.0,20692.0,2369.0,48.5,-30.9,3.3,5345.0,381.0,1214.0,1988.0,4131.0,1804.0,2273.0,224.0,1466.0,1690.0,3111.0,590.0,86.0,990.0,6923.0,0,0.0,daniean01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,32,Antonio Davis,1027.0,642.0,29594.0,3535.0,63.8,-23.6,8.5,7970.0,2.0,24.0,3533.0,7946.0,2893.0,3979.0,2620.0,5014.0,7634.0,1175.0,490.0,964.0,1511.0,9965.0,0,1.0,davisan01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,33,Antonio McDyess,1057.0,665.0,28980.0,5172.0,71.00000000000001,0.10000000000000087,16.4,10429.0,7.0,60.0,5165.0,10369.0,2166.0,3247.0,2548.0,5347.0,7895.0,1336.0,819.0,1126.0,1680.0,12517.0,0,1.0,mcdyean01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,34,Archie Clark,802.0,0.0,26866.0,5405.0,75.80000000000001,-1.8,2.4000000000000004,11300.0,0.0,0.0,5405.0,11300.0,2947.0,3830.0,130.0,383.0,2695.0,4111.0,231.0,15.0,0.0,13757.0,0,2.0,clarkar01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,35,Armen Gilliam,1080.0,668.0,31491.0,5809.0,67.3,-24.899999999999995,7.6,11836.0,0.0,21.0,5809.0,11815.0,3595.0,4644.0,2548.0,5050.0,7598.0,1292.0,814.0,711.0,2079.0,15213.0,0,0.0,gilliar01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,36,Arnie Risen*,577.0,0.0,12690.0,2265.0,45.3,0.0,0.0,6034.0,0.0,0.0,2265.0,6034.0,2108.0,2989.0,0.0,0.0,5011.0,958.0,0.0,0.0,0.0,6638.0,1,4.0,risenar01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,37,Arron Afflalo,787.0,606.0,22649.0,3293.0,36.1,-15.299999999999999,5.300000000000001,7355.0,943.0,2468.0,2350.0,4887.0,1525.0,1845.0,357.0,2000.0,2357.0,1485.0,378.0,140.0,947.0,9054.0,0,0.0,afflaar01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,38,Artis Gilmore*,980.0,503.0,30578.0,5831.0,108.39999999999999,23.200000000000003,39.1,9751.0,1.0,13.0,5830.0,9738.0,4181.0,5896.0,2708.0,6664.0,9372.0,1798.0,485.0,1777.0,2414.0,15844.0,1,11.0,gilmoar01,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,39,Austin Carr,729.0,0.0,20317.0,4446.0,32.7,-28.2,3.3000000000000007,9948.0,2.0,20.0,4444.0,9928.0,1787.0,2235.0,733.0,799.0,2051.0,1936.0,448.0,68.0,511.0,10681.0,0,1.0,carrau01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,40,Avery Johnson,1259.0,679.0,30161.0,4117.0,62.5,-77.4,-3.1000000000000005,8603.0,32.0,215.0,4085.0,8388.0,1792.0,2541.0,428.0,1549.0,1977.0,6628.0,1155.0,176.0,2008.0,10058.0,0,0.0,johnsav01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,41,B.J. Armstrong,845.0,342.0,18979.0,2995.0,47.99999999999999,-41.3,1.6999999999999993,6282.0,452.0,1076.0,2543.0,5206.0,1244.0,1454.0,210.0,1226.0,1436.0,2690.0,574.0,47.0,956.0,7686.0,0,1.0,armstbj01,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,42,Bailey Howell*,950.0,0.0,30627.0,6515.0,114.69999999999999,0.0,0.0,13585.0,0.0,0.0,6515.0,13585.0,4740.0,6224.0,0.0,0.0,9383.0,1853.0,0.0,0.0,0.0,17770.0,1,6.0,howelba01,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41,43,Baron Davis,939.0,768.0,31822.0,5468.0,70.3,40.20000000000001,37.99999999999999,13396.0,1531.0,4752.0,3937.0,8644.0,2625.0,3666.0,829.0,2685.0,3514.0,6778.0,1689.0,402.0,2585.0,15092.0,0,2.0,davisba01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
42,44,Ben Gordon,744.0,269.0,20366.0,3931.0,33.400000000000006,-23.5,4.700000000000001,9092.0,1171.0,2921.0,2760.0,6171.0,2051.0,2394.0,333.0,1518.0,1851.0,1868.0,508.0,114.0,1551.0,11084.0,0,0.0,gordobe01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,45,Ben Wallace,1160.0,984.0,34290.0,2707.0,97.10000000000001,45.099999999999994,49.60000000000001,5773.0,7.0,55.0,2700.0,5718.0,1181.0,2848.0,3678.0,7408.0,11086.0,1542.0,1457.0,2254.0,1128.0,6602.0,0,4.0,wallabe01,1.0,6.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,2.0,1.0
44,46,Beno Udrih,982.0,298.0,20992.0,3114.0,34.9,-52.49999999999999,1.0000000000000004,6774.0,533.0,1522.0,2581.0,5252.0,1134.0,1362.0,360.0,1624.0,1984.0,3392.0,654.0,79.0,1388.0,7895.0,0,0.0,udrihbe01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,47,Benoit Benjamin,1019.0,756.0,26797.0,4401.0,38.8,-71.69999999999999,3.5000000000000004,8863.0,1.0,24.0,4400.0,8839.0,2465.0,3430.0,1808.0,5726.0,7534.0,1275.0,652.0,1859.0,2304.0,11268.0,0,0.0,benjabe01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,48,Bernard King*,874.0,547.0,29417.0,7830.0,75.2,12.799999999999997,27.5,15109.0,23.0,134.0,7807.0,14975.0,3972.0,5444.0,1704.0,3356.0,5060.0,2863.0,866.0,230.0,2791.0,19655.0,1,4.0,kingbe01,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
47,49,Bill Bradley*,742.0,0.0,22799.0,3927.0,38.8,-10.1,-0.8,8763.0,0.0,0.0,3927.0,8763.0,1363.0,1623.0,198.0,643.0,2354.0,2533.0,209.0,65.0,0.0,9217.0,1,1.0,bradlbi01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,50,Bill Bridges,1118.0,0.0,36916.0,4928.0,73.19999999999999,-13.5,-0.10000000000000003,11057.0,0.0,0.0,4928.0,11057.0,3068.0,4429.0,321.0,446.0,13143.0,3001.0,80.0,41.0,0.0,12924.0,0,3.0,bridgbi01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,51,Bill Cartwright,963.0,676.0,27491.0,4656.0,72.8,-20.0,10.7,8868.0,0.0,2.0,4656.0,8866.0,3401.0,4412.0,1812.0,4294.0,6106.0,1390.0,460.0,668.0,1892.0,12713.0,0,1.0,cartwbi01,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,52,Bill Laimbeer,1148.0,895.0,35785.0,5839.0,110.30000000000001,24.200000000000003,35.599999999999994,11734.0,206.0,632.0,5633.0,11102.0,2624.0,3148.0,3053.0,7964.0,11017.0,2284.0,749.0,1029.0,1715.0,14508.0,0,4.0,laimbbi01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51,53,Bill Robinzine,607.0,9.0,13448.0,2577.0,25.6,-18.2,3.3000000000000003,5359.0,3.0,14.0,2574.0,5345.0,1387.0,1842.0,1259.0,2483.0,3742.0,678.0,638.0,93.0,956.0,6544.0,0,0.0,robinbi01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,54,Bill Russell*,963.0,0.0,40726.0,5687.0,163.39999999999998,0.0,0.0,12930.0,0.0,0.0,5687.0,12930.0,3148.0,5614.0,0.0,0.0,21620.0,4100.0,0.0,0.0,0.0,14522.0,1,12.0,russebi01,11.0,1.0,1.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0
53,55,Bill Sharman*,711.0,0.0,21793.0,4761.0,82.8,0.0,0.0,11188.0,0.0,0.0,4761.0,11188.0,3143.0,3559.0,0.0,0.0,2793.0,2101.0,0.0,0.0,0.0,12665.0,1,8.0,sharmbi01,4.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
54,56,Bill Walton*,468.0,117.0,13250.0,2552.0,39.3,30.800000000000004,21.399999999999995,4900.0,0.0,4.0,2552.0,4896.0,1111.0,1683.0,1103.0,3820.0,4923.0,1590.0,380.0,1034.0,865.0,6215.0,1,2.0,waltobi01,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0
55,57,Billy Cunningham*,654.0,0.0,22406.0,5116.0,63.1,5.1,4.7,11467.0,0.0,0.0,5116.0,11467.0,3394.0,4717.0,159.0,714.0,6638.0,2625.0,115.0,45.0,0.0,13626.0,1,5.0,cunnibi01,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
56,58,Billy Knight,818.0,114.0,21307.0,4661.0,52.59999999999999,-13.9,10.8,9215.0,45.0,149.0,4616.0,9066.0,2712.0,3261.0,1302.0,2200.0,3502.0,1667.0,706.0,101.0,1551.0,12079.0,0,2.0,knighbi01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,59,Billy Owens,724.0,537.0,20906.0,3346.0,32.99999999999999,-4.500000000000002,12.499999999999998,7000.0,98.0,334.0,3248.0,6666.0,1418.0,2257.0,1691.0,3037.0,4728.0,2005.0,651.0,380.0,1559.0,8208.0,0,0.0,owensbi01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,60,Billy Paultz,785.0,7.0,16643.0,2713.0,30.700000000000003,-20.0,7.799999999999997,5557.0,0.0,5.0,2713.0,5552.0,998.0,1581.0,1259.0,3080.0,4339.0,1292.0,361.0,808.0,834.0,6424.0,0,3.0,paultbi01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,61,Bimbo Coles,968.0,420.0,23625.0,2923.0,32.49999999999999,-59.39999999999999,-0.1999999999999993,6936.0,347.0,1229.0,2576.0,5707.0,1481.0,1829.0,529.0,1610.0,2139.0,3807.0,846.0,155.0,1466.0,7674.0,0,0.0,colesbi01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,62,Bingo Smith,943.0,0.0,24530.0,5161.0,35.400000000000006,-21.400000000000002,0.8000000000000002,11533.0,46.0,162.0,5115.0,11371.0,1407.0,1752.0,747.0,1684.0,3889.0,1834.0,493.0,184.0,318.0,11775.0,0,0.0,smithbi02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,63,Blake Griffin,471.0,471.0,16567.0,3906.0,62.3,28.5,25.6,7547.0,80.0,268.0,3826.0,7279.0,2225.0,3305.0,1154.0,3269.0,4423.0,1954.0,455.0,269.0,1159.0,10117.0,0,6.0,griffbl01,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
62,64,Blue Edwards,771.0,459.0,19521.0,3202.0,25.399999999999995,-12.399999999999999,5.899999999999997,6755.0,326.0,983.0,2876.0,5772.0,1314.0,1680.0,748.0,1758.0,2506.0,1486.0,771.0,313.0,1268.0,8044.0,0,0.0,edwarbl01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,65,Bob Boozer,955.0,0.0,27928.0,5429.0,67.0,0.0,0.0,11834.0,0.0,0.0,5429.0,11834.0,3314.0,4374.0,0.0,0.0,7715.0,1333.0,0.0,0.0,0.0,14172.0,0,1.0,boozebo01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,66,Bob Cousy*,924.0,0.0,30165.0,6168.0,90.99999999999999,0.0,0.0,16468.0,0.0,0.0,6168.0,16468.0,4624.0,5756.0,0.0,0.0,4786.0,6955.0,0.0,0.0,0.0,16960.0,1,13.0,cousybo01,6.0,0.0,2.0,1.0,0.0,12.0,0.0,0.0,0.0,8.0,0.0,0.0
65,67,Bob Dandridge,839.0,0.0,29502.0,6445.0,80.2,5.099999999999998,17.8,13317.0,2.0,12.0,6443.0,13305.0,2638.0,3382.0,908.0,2337.0,5715.0,2846.0,661.0,303.0,630.0,15530.0,0,4.0,dandrbo01,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66,68,Bob Kauffman,525.0,0.0,13568.0,2306.0,31.499999999999996,-3.3,0.2,4835.0,0.0,0.0,2306.0,4835.0,1437.0,1919.0,164.0,344.0,3682.0,1429.0,56.0,22.0,0.0,6049.0,0,3.0,kauffbo01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,69,Bob Lanier*,1022.0,179.0,34234.0,8227.0,124.60000000000001,54.5,44.50000000000001,15959.0,3.0,19.0,8224.0,15940.0,4001.0,5212.0,1995.0,5253.0,10250.0,3191.0,851.0,1189.0,1274.0,20458.0,1,8.0,laniebo01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,70,Bob Love,897.0,0.0,26836.0,5717.0,52.199999999999996,-30.1,-2.6999999999999997,13388.0,0.0,0.0,5717.0,13388.0,3181.0,3956.0,631.0,1152.0,5001.0,1188.0,254.0,62.0,0.0,14615.0,0,3.0,lovebo01,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
69,71,Bob McAdoo*,1000.0,1.0,33677.0,8824.0,104.60000000000002,4.4,31.999999999999996,17480.0,3.0,38.0,8821.0,17442.0,4649.0,6236.0,2164.0,6669.0,9561.0,2354.0,919.0,1326.0,1472.0,22300.0,1,5.0,mcadobo01,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
70,72,Bob Pettit*,792.0,0.0,30690.0,7349.0,136.1,0.0,0.0,16872.0,0.0,0.0,7349.0,16872.0,6182.0,8119.0,0.0,0.0,12849.0,2369.0,0.0,0.0,0.0,20880.0,1,11.0,pettibo01,1.0,0.0,4.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0
71,73,Bob Rule,531.0,0.0,14544.0,3298.0,25.3,-21.9,-0.2,7245.0,0.0,0.0,3298.0,7245.0,1699.0,2485.0,43.0,60.0,3975.0,748.0,12.0,10.0,0.0,8295.0,0,1.0,rulebo01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,74,Bob Sura,737.0,223.0,17260.0,2120.0,32.8,2.3000000000000007,10.899999999999999,5113.0,444.0,1382.0,1676.0,3731.0,1566.0,2250.0,686.0,1880.0,2566.0,2707.0,703.0,156.0,1336.0,6250.0,0,0.0,surabo01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,75,Bob Weiss,860.0,0.0,18755.0,2477.0,32.9,-8.1,0.2000000000000001,5845.0,0.0,0.0,2477.0,5845.0,1541.0,1866.0,81.0,261.0,1560.0,3130.0,287.0,52.0,0.0,6495.0,0,0.0,weissbo01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,76,Bobby Jackson,827.0,148.0,18179.0,2959.0,34.60000000000001,-2.3000000000000003,8.6,7107.0,770.0,2173.0,2189.0,4934.0,1209.0,1525.0,656.0,1872.0,2528.0,2084.0,749.0,73.0,1073.0,7897.0,0,0.0,jacksbo01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,77,Bobby Jones,912.0,132.0,21575.0,3575.0,75.3,13.100000000000009,31.7,6572.0,37.0,131.0,3538.0,6441.0,2190.0,2817.0,1368.0,3129.0,4497.0,1960.0,1091.0,989.0,1291.0,9377.0,0,0.0,jonesbo02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,78,Bobby Wanzer*,508.0,0.0,12128.0,2066.0,56.99999999999999,0.0,0.0,5235.0,0.0,0.0,2066.0,5235.0,2179.0,2722.0,0.0,0.0,1979.0,1644.0,0.0,0.0,0.0,6311.0,1,5.0,wanzebo01,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
77,79,Bonzi Wells,736.0,309.0,18567.0,3429.0,33.199999999999996,-6.300000000000002,9.200000000000001,7530.0,257.0,802.0,3172.0,6728.0,1580.0,2270.0,962.0,2366.0,3328.0,1485.0,935.0,243.0,1479.0,8695.0,0,0.0,wellsbo01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,80,Boris Diaw,1202.0,658.0,32946.0,4409.0,56.8,5.499999999999998,22.400000000000006,8946.0,581.0,1693.0,3828.0,7253.0,1177.0,1652.0,1446.0,3900.0,5346.0,4222.0,743.0,588.0,2224.0,10576.0,0,0.0,diawbo01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,81,Brad Daugherty,548.0,546.0,20029.0,3823.0,65.10000000000001,19.099999999999998,23.1,7189.0,2.0,14.0,3821.0,7175.0,2741.0,3670.0,1207.0,4020.0,5227.0,2028.0,422.0,397.0,1511.0,10389.0,0,5.0,daughbr01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
80,82,Brad Davis,1006.0,396.0,22868.0,3036.0,54.60000000000001,-48.50000000000001,4.8,5938.0,270.0,842.0,2766.0,5096.0,1685.0,2040.0,306.0,1466.0,1772.0,4811.0,785.0,149.0,1408.0,8027.0,0,0.0,davisbr01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,83,Brad Miller,1014.0,716.0,28900.0,4104.0,89.89999999999999,29.500000000000004,29.899999999999995,8521.0,227.0,673.0,3877.0,7848.0,3152.0,3928.0,2110.0,5255.0,7365.0,2856.0,767.0,669.0,1612.0,11587.0,0,2.0,millebr01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,84,Brandon Bass,758.0,283.0,16410.0,2558.0,42.9,-25.4,3.7,5125.0,12.0,58.0,2546.0,5067.0,1447.0,1740.0,1139.0,2309.0,3448.0,608.0,295.0,479.0,718.0,6575.0,0,0.0,bassbr01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,85,Brandon Jennings,670.0,449.0,19309.0,3027.0,33.0,-7.1,9.999999999999998,7866.0,1035.0,3022.0,1992.0,4844.0,1548.0,1963.0,369.0,1551.0,1920.0,3672.0,772.0,107.0,1370.0,8637.0,0,0.0,jennibr01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,86,Brendan Haywood,893.0,616.0,21035.0,2386.0,50.5,-10.299999999999999,9.799999999999999,4490.0,0.0,5.0,2386.0,4485.0,1470.0,2491.0,2359.0,3231.0,5590.0,485.0,346.0,1267.0,950.0,6242.0,0,0.0,haywobr01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,87,Brent Barry,970.0,485.0,25243.0,3109.0,73.39999999999999,31.4,28.200000000000003,6807.0,1485.0,3671.0,1624.0,3136.0,1416.0,1715.0,479.0,2472.0,2951.0,3045.0,1019.0,280.0,1393.0,9119.0,0,0.0,barrybr01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,88,Brian Grant,756.0,577.0,21417.0,3103.0,54.60000000000001,-8.3,10.500000000000002,6332.0,6.0,28.0,3097.0,6304.0,1721.0,2306.0,1834.0,3788.0,5622.0,923.0,455.0,561.0,1235.0,7933.0,0,0.0,grantbr01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,89,Brian Shaw,1065.0,421.0,24619.0,2952.0,24.700000000000006,-48.3,2.9,7378.0,464.0,1534.0,2488.0,5844.0,1046.0,1342.0,860.0,2742.0,3602.0,4429.0,853.0,291.0,1862.0,7414.0,0,0.0,shawbr01,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,90,Brian Winters,650.0,25.0,19938.0,4490.0,38.699999999999996,-7.499999999999999,7.0,9457.0,114.0,314.0,4376.0,9143.0,1443.0,1713.0,470.0,1218.0,1688.0,2674.0,792.0,190.0,1014.0,10537.0,0,2.0,wintebr01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,91,Brook Lopez,562.0,527.0,18118.0,4044.0,49.7,2.7,13.1,7998.0,137.0,418.0,3907.0,7580.0,2219.0,2795.0,1486.0,2519.0,4005.0,867.0,328.0,972.0,1155.0,10444.0,0,1.0,lopezbr01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,92,Bryon Russell,841.0,392.0,19805.0,2274.0,47.49999999999999,9.000000000000002,18.299999999999997,5272.0,685.0,1856.0,1589.0,3416.0,1430.0,1906.0,752.0,2162.0,2914.0,1085.0,874.0,203.0,835.0,6663.0,0,0.0,russebr01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,93,Buck Williams,1307.0,1140.0,42464.0,6404.0,120.1,18.900000000000002,34.69999999999999,11661.0,5.0,30.0,6399.0,11631.0,3971.0,5979.0,4526.0,8491.0,13017.0,1646.0,1080.0,1100.0,2784.0,16784.0,0,3.0,willibu01,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
92,94,Butch Beard,680.0,0.0,15987.0,2415.0,36.6,6.099999999999999,10.5,4991.0,0.0,0.0,2415.0,4991.0,1392.0,1811.0,585.0,1177.0,2352.0,2407.0,580.0,44.0,164.0,6222.0,0,1.0,beardbu01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,95,Byron Scott,1073.0,717.0,30152.0,5918.0,75.3,2.400000000000001,18.8,12268.0,775.0,2093.0,5143.0,10175.0,2486.0,2985.0,677.0,2310.0,2987.0,2729.0,1224.0,276.0,1597.0,15097.0,0,0.0,scottby01,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,96,C.J. Miles,715.0,299.0,14928.0,2525.0,26.3,-15.1,4.2,6047.0,1008.0,2795.0,1517.0,3252.0,948.0,1175.0,328.0,1424.0,1752.0,811.0,528.0,214.0,651.0,7006.0,0,0.0,milescj01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,97,Calbert Cheaney,825.0,498.0,22007.0,3366.0,23.3,-37.300000000000004,-0.6000000000000002,7227.0,204.0,684.0,3162.0,6543.0,890.0,1288.0,732.0,1878.0,2610.0,1398.0,659.0,198.0,994.0,7826.0,0,0.0,cheanca01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,98,Caldwell Jones,1068.0,409.0,26474.0,2554.0,44.29999999999999,-10.4,10.299999999999999,5395.0,2.0,31.0,2552.0,5364.0,1479.0,1965.0,2042.0,5621.0,7663.0,1347.0,480.0,1517.0,1596.0,6589.0,0,1.0,jonesca01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
